Run,Group.ID,Sample.ID,Donor,Lineage,Cell_type,Stimulated,Treatment,Replicate,Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center.Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study
SRR11909929,Ram-Mohan-D4-Neutrophils-BGP,Ram-Mohan-D4-Neutrophils-BGP-1,Ram-Mohan-D4,MYELOID,Neutrophils,TRUE,BGP,1,ATAC-Seq,152,9.12e+08,PRJNA636835,SAMN15087046,392096486,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456529,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,BGP-D4-1,SRP265675
SRR11909930,Ram-Mohan-D3-Neutrophils-R848,Ram-Mohan-D3-Neutrophils-R848-2,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,R848,2,ATAC-Seq,152,2950667776,PRJNA636835,SAMN15087045,1256245196,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456528,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,R848-D3-2,SRP265675
SRR11909931,Ram-Mohan-D3-Neutrophils-R848,Ram-Mohan-D3-Neutrophils-R848-1,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,R848,1,ATAC-Seq,152,3064584024,PRJNA636835,SAMN15087044,1304639400,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456527,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,R848-D3-1,SRP265675
SRR11909932,Ram-Mohan-D1-Neutrophils-HMGB1,Ram-Mohan-D1-Neutrophils-HMGB1-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,HMGB1,1,ATAC-Seq,152,6972811520,PRJNA636835,SAMN15086990,2757782195,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456526,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,HMGB1-D1-1,SRP265675
SRR11909933,Ram-Mohan-D3-Neutrophils-LTA,Ram-Mohan-D3-Neutrophils-LTA-2,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,LTA,2,ATAC-Seq,152,2513765664,PRJNA636835,SAMN15087043,1090826860,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456525,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LTA-D3-2,SRP265675
SRR11909934,Ram-Mohan-D3-Neutrophils-LTA,Ram-Mohan-D3-Neutrophils-LTA-1,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,LTA,1,ATAC-Seq,152,2499347400,PRJNA636835,SAMN15087042,1027879434,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456524,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LTA-D3-1,SRP265675
SRR11909935,Ram-Mohan-D3-Neutrophils-LPS,Ram-Mohan-D3-Neutrophils-LPS-2,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,LPS,2,ATAC-Seq,152,2853032248,PRJNA636835,SAMN15087041,1213167339,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456523,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LPS-D3-2,SRP265675
SRR11909936,Ram-Mohan-D3-Neutrophils-LPS,Ram-Mohan-D3-Neutrophils-LPS-1,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,LPS,1,ATAC-Seq,152,2246698168,PRJNA636835,SAMN15087040,936473141,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456522,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LPS-D3-1,SRP265675
SRR11909937,Ram-Mohan-D3-Neutrophils-HMGB1,Ram-Mohan-D3-Neutrophils-HMGB1-2,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,HMGB1,2,ATAC-Seq,152,2314265512,PRJNA636835,SAMN15087039,973637231,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456521,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,HMGB1-D3-2,SRP265675
SRR11909938,Ram-Mohan-D3-Neutrophils-HMGB1,Ram-Mohan-D3-Neutrophils-HMGB1-1,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,HMGB1,1,ATAC-Seq,152,3787308304,PRJNA636835,SAMN15087038,1616656009,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456520,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,HMGB1-D3-1,SRP265675
SRR11909939,Ram-Mohan-D3-Neutrophils-FLAG,Ram-Mohan-D3-Neutrophils-FLAG-2,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,FLAG,2,ATAC-Seq,152,3066889864,PRJNA636835,SAMN15087037,1320562214,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456519,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,FLAG-D3-2,SRP265675
SRR11909940,Ram-Mohan-D3-Neutrophils-FLAG,Ram-Mohan-D3-Neutrophils-FLAG-1,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,FLAG,1,ATAC-Seq,152,3314989432,PRJNA636835,SAMN15087036,1392497448,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456518,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,FLAG-D3-1,SRP265675
SRR11909941,Ram-Mohan-D3-Neutrophils-Control,Ram-Mohan-D3-Neutrophils-Control-2,Ram-Mohan-D3,MYELOID,Neutrophils,FALSE,Control,2,ATAC-Seq,152,2803954640,PRJNA636835,SAMN15087035,1195368433,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456517,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,CTRL-D3-2,SRP265675
SRR11909942,Ram-Mohan-D3-Neutrophils-Control,Ram-Mohan-D3-Neutrophils-Control-1,Ram-Mohan-D3,MYELOID,Neutrophils,FALSE,Control,1,ATAC-Seq,152,2817027552,PRJNA636835,SAMN15087034,1190521612,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456516,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,CTRL-D3-1,SRP265675
SRR11909943,Ram-Mohan-D1-Neutrophils-FLAG,Ram-Mohan-D1-Neutrophils-FLAG-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,FLAG,2,ATAC-Seq,152,4641907632,PRJNA636835,SAMN15086989,1849949237,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456515,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,FLAG-D1-2,SRP265675
SRR11909944,Ram-Mohan-D3-Neutrophils-BGP,Ram-Mohan-D3-Neutrophils-BGP-2,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,BGP,2,ATAC-Seq,152,1658755176,PRJNA636835,SAMN15087033,685639290,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456514,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,BGP-D3-2,SRP265675
SRR11909945,Ram-Mohan-D3-Neutrophils-BGP,Ram-Mohan-D3-Neutrophils-BGP-1,Ram-Mohan-D3,MYELOID,Neutrophils,TRUE,BGP,1,ATAC-Seq,152,1761798104,PRJNA636835,SAMN15087032,718701379,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456513,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,BGP-D3-1,SRP265675
SRR11909946,Ram-Mohan-D2-Neutrophils-SA-3,Ram-Mohan-D2-Neutrophils-SA-3-2,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,SA-3,2,ATAC-Seq,152,2520413384,PRJNA636835,SAMN15087031,1193195795,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456512,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,SA-D2-10-3-2,SRP265675
SRR11909947,Ram-Mohan-D2-Neutrophils-SA-3,Ram-Mohan-D2-Neutrophils-SA-3-1,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,SA-3,1,ATAC-Seq,152,2869604504,PRJNA636835,SAMN15087030,1337672159,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456511,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,SA-D2-10-3-1,SRP265675
SRR11909948,Ram-Mohan-D2-Neutrophils-WB,Ram-Mohan-D2-Neutrophils-WB-2,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,WB,2,ATAC-Seq,152,2535776784,PRJNA636835,SAMN15087029,1043439516,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456510,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,WB-D2-2,SRP265675
SRR11909949,Ram-Mohan-D2-Neutrophils-WB,Ram-Mohan-D2-Neutrophils-WB-1,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,WB,1,ATAC-Seq,152,3613982704,PRJNA636835,SAMN15087028,1504163408,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456509,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,WB-D2-1,SRP265675
SRR11909950,Ram-Mohan-D2-Neutrophils-R848,Ram-Mohan-D2-Neutrophils-R848-2,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,R848,2,ATAC-Seq,152,1630768480,PRJNA636835,SAMN15087027,639214828,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456508,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,R848-D2-2,SRP265675
SRR11909951,Ram-Mohan-D2-Neutrophils-R848,Ram-Mohan-D2-Neutrophils-R848-1,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,R848,1,ATAC-Seq,152,1951427984,PRJNA636835,SAMN15087026,759573816,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456507,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,R848-D2-1,SRP265675
SRR11909952,Ram-Mohan-D2-Neutrophils-LTA,Ram-Mohan-D2-Neutrophils-LTA-2,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,LTA,2,ATAC-Seq,152,2017471528,PRJNA636835,SAMN15087025,775398454,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456506,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LTA-D2-2,SRP265675
SRR11909953,Ram-Mohan-D2-Neutrophils-LTA,Ram-Mohan-D2-Neutrophils-LTA-1,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,LTA,1,ATAC-Seq,152,1564912808,PRJNA636835,SAMN15087024,608415483,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456505,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LTA-D2-1,SRP265675
SRR11909954,Ram-Mohan-D1-Neutrophils-FLAG,Ram-Mohan-D1-Neutrophils-FLAG-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,FLAG,1,ATAC-Seq,152,2920046008,PRJNA636835,SAMN15086988,1148259102,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456504,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,FLAG-D1-1,SRP265675
SRR11909955,Ram-Mohan-D2-Neutrophils-LPS,Ram-Mohan-D2-Neutrophils-LPS-2,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,LPS,2,ATAC-Seq,152,1951712528,PRJNA636835,SAMN15087023,761633448,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456503,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LPS-D2-2,SRP265675
SRR11909956,Ram-Mohan-D2-Neutrophils-LPS,Ram-Mohan-D2-Neutrophils-LPS-1,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,LPS,1,ATAC-Seq,152,1789537192,PRJNA636835,SAMN15087022,691387862,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456502,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LPS-D2-1,SRP265675
SRR11909957,Ram-Mohan-D2-Neutrophils-HMGB1,Ram-Mohan-D2-Neutrophils-HMGB1-2,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,HMGB1,2,ATAC-Seq,152,2325707768,PRJNA636835,SAMN15087021,868187644,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456501,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,HMGB1-D2-2,SRP265675
SRR11909958,Ram-Mohan-D2-Neutrophils-HMGB1,Ram-Mohan-D2-Neutrophils-HMGB1-1,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,HMGB1,1,ATAC-Seq,152,4461087976,PRJNA636835,SAMN15087020,1672795285,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456500,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,HMGB1-D2-1,SRP265675
SRR11909959,Ram-Mohan-D2-Neutrophils-FLAG,Ram-Mohan-D2-Neutrophils-FLAG-2,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,FLAG,2,ATAC-Seq,152,1560976464,PRJNA636835,SAMN15087019,611511358,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456499,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,FLAG-D2-2,SRP265675
SRR11909960,Ram-Mohan-D2-Neutrophils-FLAG,Ram-Mohan-D2-Neutrophils-FLAG-1,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,FLAG,1,ATAC-Seq,152,1430850328,PRJNA636835,SAMN15087018,552533930,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456498,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,FLAG-D2-1,SRP265675
SRR11909961,Ram-Mohan-D2-Neutrophils-Control,Ram-Mohan-D2-Neutrophils-Control-2,Ram-Mohan-D2,MYELOID,Neutrophils,FALSE,Control,2,ATAC-Seq,152,2754100616,PRJNA636835,SAMN15087017,1020705604,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456497,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,CTRL-D2-2,SRP265675
SRR11909962,Ram-Mohan-D2-Neutrophils-Control,Ram-Mohan-D2-Neutrophils-Control-1,Ram-Mohan-D2,MYELOID,Neutrophils,FALSE,Control,1,ATAC-Seq,152,2968137592,PRJNA636835,SAMN15087016,1105039821,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456496,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,CTRL-D2-1,SRP265675
SRR11909963,Ram-Mohan-D2-Neutrophils-BGP,Ram-Mohan-D2-Neutrophils-BGP-2,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,BGP,2,ATAC-Seq,152,1490883184,PRJNA636835,SAMN15087015,576190607,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456495,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,BGP-D2-2,SRP265675
SRR11909964,Ram-Mohan-D2-Neutrophils-BGP,Ram-Mohan-D2-Neutrophils-BGP-1,Ram-Mohan-D2,MYELOID,Neutrophils,TRUE,BGP,1,ATAC-Seq,152,1378555488,PRJNA636835,SAMN15087014,538371518,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456494,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,BGP-D2-1,SRP265675
SRR11909965,Ram-Mohan-D1-Neutrophils-Control,Ram-Mohan-D1-Neutrophils-Control-2,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,Control,2,ATAC-Seq,152,1556324200,PRJNA636835,SAMN15086987,614430284,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456493,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,CTRL-D1-2,SRP265675
SRR11909966,Ram-Mohan-D1-Neutrophils-noEC4h,Ram-Mohan-D1-Neutrophils-noEC4h-2,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,noEC4h,2,ATAC-Seq,152,2391124920,PRJNA636835,SAMN15087013,1054359967,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456492,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,noEC4h-D1-2,SRP265675
SRR11909967,Ram-Mohan-D1-Neutrophils-noEC4h,Ram-Mohan-D1-Neutrophils-noEC4h-1,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,noEC4h,1,ATAC-Seq,152,2477862048,PRJNA636835,SAMN15087012,1083958996,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456491,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,noEC4h-D1-1,SRP265675
SRR11909968,Ram-Mohan-D1-Neutrophils-noEC1h,Ram-Mohan-D1-Neutrophils-noEC1h-2,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,noEC1h,2,ATAC-Seq,152,2498197824,PRJNA636835,SAMN15087011,1115380142,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456490,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,noEC1h-D1-2,SRP265675
SRR11909969,Ram-Mohan-D1-Neutrophils-noEC1h,Ram-Mohan-D1-Neutrophils-noEC1h-1,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,noEC1h,1,ATAC-Seq,152,2563653128,PRJNA636835,SAMN15087010,1148715351,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456489,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,noEC1h-D1-1,SRP265675
SRR11909970,Ram-Mohan-D1-Neutrophils-EC4h,Ram-Mohan-D1-Neutrophils-EC4h-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,EC4h,2,ATAC-Seq,152,2277961984,PRJNA636835,SAMN15087009,1000682602,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456488,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,EC4h-D1-2,SRP265675
SRR11909971,Ram-Mohan-D1-Neutrophils-EC4h,Ram-Mohan-D1-Neutrophils-EC4h-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,EC4h,1,ATAC-Seq,152,2668427488,PRJNA636835,SAMN15087008,1163566569,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456487,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,EC4h-D1-1,SRP265675
SRR11909972,Ram-Mohan-D1-Neutrophils-EC1h,Ram-Mohan-D1-Neutrophils-EC1h-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,EC1h,2,ATAC-Seq,152,2721653632,PRJNA636835,SAMN15087007,1277342235,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456486,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,EC1h-D1-2,SRP265675
SRR11909973,Ram-Mohan-D1-Neutrophils-EC1h,Ram-Mohan-D1-Neutrophils-EC1h-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,EC1h,1,ATAC-Seq,152,3014956024,PRJNA636835,SAMN15087006,1391970372,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456485,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,EC1h-D1-1,SRP265675
SRR11909974,Ram-Mohan-D1-Neutrophils-SA-5,Ram-Mohan-D1-Neutrophils-SA-5-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,SA-5,2,ATAC-Seq,152,3752191440,PRJNA636835,SAMN15087005,1440497391,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456484,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,SA-D1-10-5-2,SRP265675
SRR11909975,Ram-Mohan-D1-Neutrophils-SA-5,Ram-Mohan-D1-Neutrophils-SA-5-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,SA-5,1,ATAC-Seq,152,3848938528,PRJNA636835,SAMN15087004,1470028311,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456483,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,SA-D1-10-5-1,SRP265675
SRR11909976,Ram-Mohan-D1-Neutrophils-Control,Ram-Mohan-D1-Neutrophils-Control-1,Ram-Mohan-D1,MYELOID,Neutrophils,FALSE,Control,1,ATAC-Seq,152,1666207432,PRJNA636835,SAMN15086986,644141320,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456482,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,CTRL-D1-1,SRP265675
SRR11909977,Ram-Mohan-D1-Neutrophils-SA-3,Ram-Mohan-D1-Neutrophils-SA-3-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,SA-3,2,ATAC-Seq,152,3666592640,PRJNA636835,SAMN15087003,1377961396,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456481,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,SA-D1-10-3-2,SRP265675
SRR11909978,Ram-Mohan-D1-Neutrophils-SA-3,Ram-Mohan-D1-Neutrophils-SA-3-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,SA-3,1,ATAC-Seq,152,3458920208,PRJNA636835,SAMN15087002,1282886501,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456480,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,SA-D1-10-3-1,SRP265675
SRR11909979,Ram-Mohan-D1-Neutrophils-SA-1,Ram-Mohan-D1-Neutrophils-SA-1-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,SA-1,2,ATAC-Seq,152,2756393840,PRJNA636835,SAMN15087001,1051679769,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456479,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,SA-D1-10-1-2,SRP265675
SRR11909980,Ram-Mohan-D1-Neutrophils-SA-1,Ram-Mohan-D1-Neutrophils-SA-1-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,SA-1,1,ATAC-Seq,152,5328919512,PRJNA636835,SAMN15087000,2022034352,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456478,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,SA-D1-10-1-1,SRP265675
SRR11909981,Ram-Mohan-D1-Neutrophils-WB,Ram-Mohan-D1-Neutrophils-WB-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,WB,2,ATAC-Seq,152,3959065872,PRJNA636835,SAMN15086999,1495180057,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456477,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,WB-D1-2,SRP265675
SRR11909982,Ram-Mohan-D1-Neutrophils-WB,Ram-Mohan-D1-Neutrophils-WB-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,WB,1,ATAC-Seq,152,3998914952,PRJNA636835,SAMN15086998,1504743447,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456476,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,WB-D1-1,SRP265675
SRR11909983,Ram-Mohan-D1-Neutrophils-R848,Ram-Mohan-D1-Neutrophils-R848-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,R848,2,ATAC-Seq,152,1401006648,PRJNA636835,SAMN15086997,559804432,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456475,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,R848-D1-2,SRP265675
SRR11909984,Ram-Mohan-D1-Neutrophils-R848,Ram-Mohan-D1-Neutrophils-R848-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,R848,1,ATAC-Seq,152,2355485176,PRJNA636835,SAMN15086996,928221071,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456474,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,R848-D1-1,SRP265675
SRR11909985,Ram-Mohan-D1-Neutrophils-LTA,Ram-Mohan-D1-Neutrophils-LTA-2,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,LTA,2,ATAC-Seq,152,1548496200,PRJNA636835,SAMN15086995,607089308,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456473,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LTA-D1-2,SRP265675
SRR11909986,Ram-Mohan-D1-Neutrophils-LTA,Ram-Mohan-D1-Neutrophils-LTA-1,Ram-Mohan-D1,MYELOID,Neutrophils,TRUE,LTA,1,ATAC-Seq,152,1929941416,PRJNA636835,SAMN15086994,758570386,STANFORD UNIVERSITY SCHOOL OF MEDICINE,public,SRX8456472,HiSeq X Ten,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2020-06-09T00:00:00Z,LTA-D1-1,SRP265675
